代码,上市公司,行业,市值(元),PE-TTM,PB,股息率,财报日期,复合排名,资本收益率(ROC),资本回报率排名,公司收益率,公司收益率排名,关注度
="688037",芯源微,其它专用机械,=19832270495.6,=103.5838575054039,=7.310042146435186,=0.0011146664354393782,2025-05-19,=2477,=0.1095046454593929,=1955,=0.011353077649750116,=2697,=286
="603327",福蓉科技,电子零部件制造,=8932746221.230001,=76.29556740848086,=4.196603190836879,=0.021496112672902034,2025-05-19,=2478,=0.08732323891313482,=2224,=0.01632081889398182,=2433,=410
="688690",纳微科技,化学原料药,=8585101903.900001,=90.20863274179344,=4.790124384735216,=0.002963311382878645,2025-05-19,=2479,=0.10311401625154877,=2030,=0.012678247938927538,=2628,=204
="600929",雪天盐业,氯碱,=8449664997.500001,=58.652175771366565,=1.1032822690635467,=0.01689320388349514,2025-05-19,=2480,=0.04784116567343284,=2733,=0.02741880373978159,=1927,=202
="920008",成电光信,线缆部件及其他,=3004537500,=109.15323360556695,=9.88185663445168,=0,2025-05-19,=2481,=0.10946846974175534,=1956,=0.011181839305640892,=2704,=11
="603083",剑桥科技,通信传输设备,=10496518493.56,=60.96949813783571,=4.474116768200273,=0.006384065350917391,2025-05-19,=2482,=0.08251742445596391,=2276,=0.01722672862452837,=2385,=364
="300687",赛意信息,IT服务,=11727133370.91,=81.7142925034459,=4.2291910369907555,=0.0024480618512631672,2025-05-19,=2483,=0.10036517305939849,=2054,=0.01300893109378064,=2607,=291
="300307",慈星股份,纺织服装设备,=7140296496.24,=53.68036586777485,=2.1703032927497956,=0.022156650733384676,2025-05-19,=2484,=0.08133107040929133,=2286,=0.01734422635537355,=2380,=2998
="688626",翔宇医疗,医疗器械,=6188800000,=71.28250445864072,=3.0437387595869354,=0.0062047569803516025,2025-05-19,=2485,=0.09879660600578136,=2074,=0.013221644596130665,=2592,=103
="605376",博迁新材,其他采掘,=8923176000,=74.5067919663106,=5.637637516170675,=0.013778950454412195,2025-05-19,=2486,=0.09251280010327309,=2151,=0.014691490112636691,=2518,=137
="600363",联创光电,电子零部件制造,=27011320642,=107.06435424358865,=6.3336838831341,=0.0009100699231187187,2025-05-19,=2487,=0.0954235213534191,=2113,=0.01382366779346548,=2556,=268
="301073",君亭酒店,酒店,=4231254760.9600005,=180.85188207816608,=4.331631754572987,=0.006893382352941175,2025-05-19,=2488,=0.07974373252838812,=2307,=0.017828919821146608,=2363,=70
="002614",奥佳华,小家电,=4202233308.48,=68.62047434527096,=0.96146064855491,=0.014836792753554163,2025-05-19,=2489,=0.040939004826513185,=2820,=0.028897742047429942,=1854,=552
="688627",精智达,仪器仪表,=7004815790.540001,=89.36192365675802,=4.1700378850076305,=0.004334988592135283,2025-05-19,=2490,=0.1154619637671791,=1900,=0.009608585350718003,=2774,=29
="300785",值得买,互联网信息服务,=6804826415.46,=76.15267046485515,=3.58894354552116,=0.004383401519579193,2025-05-19,=2491,=0.0996698008395197,=2064,=0.012992753193327594,=2611,=337
="603308",应流股份,机械基础件,=13920247040.5,=48.35528056328372,=2.9423639047082655,=0.003414634146341464,2025-05-19,=2492,=0.06603579766659023,=2477,=0.021344243556177825,=2199,=293
="688456",有研粉材,金属新材料,=3567977200,=59.52534970282013,=2.9229208612702515,=0.005810575246949448,2025-05-19,=2493,=0.07061511662844548,=2415,=0.019891588478011656,=2261,=54
="600116",三峡水利,水电,=13155543179.52,=44.821825725586336,=1.1923321981080164,=0.013009366456751995,2025-05-19,=2494,=0.0455948468781858,=2765,=0.027684587661885147,=1912,=293
="300087",荃银高科,种子生产,=8857551871.85,=89.59922571194932,=4.493352481372452,=0.005347593582887701,2025-05-19,=2495,=0.0785570634967825,=2332,=0.018031081501385635,=2345,=294
="300131",英唐智控,其他电子,=8092688928.05,=136.76471085471732,=4.570277590768324,=0,2025-05-19,=2496,=0.09956652832439222,=2065,=0.012938806581477589,=2614,=216
="600654",中安科,软件开发,=8978734315.2,=1017.9756203780737,=5.371422555407708,=0,2025-05-19,=2497,=0.13725461683579704,=1688,=0.0052720662728669,=2992,=95
="002971",和远气体,其他化学制品,=4459170850,=65.38072372998998,=2.8284533276219923,=0.009474182851729039,2025-05-19,=2498,=0.06803281255277127,=2447,=0.02039410715210622,=2239,=101
="300063",天龙集团,营销服务,=6462651318,=97.38180428217963,=3.932685213384405,=0,2025-05-19,=2499,=0.07411075416887254,=2382,=0.01887424745375454,=2305,=124
="002765",蓝黛科技,汽车零部件,=9847134159,=69.98787698125467,=3.909708052125166,=0.00331125832892189,2025-05-19,=2500,=0.08110116707728106,=2288,=0.01687705856970698,=2399,=143
="600478",科力远,电子系统组装,=8094528851.76,=99.50448494181482,=2.8864002388354053,=0,2025-05-19,=2501,=0.06104285193260893,=2534,=0.022377713211625235,=2155,=182
="002651",利君股份,航空装备,=16111641400,=146.39975969260308,=5.699638695462833,=0.003848620910840282,2025-05-19,=2502,=0.13316537294740136,=1729,=0.00588474142514864,=2960,=161
="600251",冠农股份,果蔬加工,=5866301551.65,=39.653397048028665,=1.5539866621378344,=0.010596026490066225,2025-05-19,=2503,=0.04316362403777593,=2791,=0.027985053966340902,=1900,=259
="603938",三孚股份,其他化学原料,=5754672434.88,=71.65152029436594,=2.3452242366633578,=0.0011303191489361701,2025-05-19,=2504,=0.07248225089229349,=2397,=0.01909555214994307,=2295,=166
="601233",桐昆股份,涤纶,=26620912087.11,=21.59073574464613,=0.7164902498150019,=0.009057238478945573,2025-05-19,=2505,=0.031418203200814766,=2938,=0.03128962102968103,=1755,=863
="002859",洁美科技,电子零部件制造,=7915867162.39,=43.353677731524016,=2.753774158090094,=0.012914472229361465,2025-05-19,=2506,=0.06378873924178702,=2505,=0.021721829206679682,=2188,=2987
="600313",农发种业,种子生产,=6915249456.57,=130.35722390431118,=3.524760650533883,=0,2025-05-19,=2507,=0.07669377678468853,=2354,=0.018186573233235113,=2339,=224
="688285",高铁电气,铁路设备,=3032896698.78,=60.524659885026374,=1.8369628822133444,=0.0022332504627422902,2025-05-19,=2508,=0.059534641847850386,=2556,=0.022517130746266188,=2148,=39
="002849",威星智能,仪器仪表,=3746365591.6800003,=111.19286133374308,=2.8110141721682957,=0.002355712603062426,2025-05-19,=2509,=0.07620394322568375,=2360,=0.017974058668387968,=2349,=189
="301365",矩阵股份,房屋建设,=3146400000,=92.37527319684649,=1.7763068991143471,=0.029576659038901602,2025-05-19,=2510,=0.10280875662729584,=2035,=0.011763305033403188,=2676,=15
="300223",北京君正,集成电路,=32120713063.7,=91.03294075332785,=2.6525485894652148,=0.0014992503748125937,2025-05-19,=2511,=0.1033638851926012,=2026,=0.011568790530743892,=2688,=734
="002666",德联集团,其他化学制品,=3924236518.9800005,=52.54878827414203,=1.111381152990557,=0,2025-05-19,=2512,=0.04369478264074546,=2790,=0.027419352817827994,=1926,=124
="300284",苏交科,路桥施工,=11277052021.82,=52.63996969339028,=1.3326031784610437,=0.010638297825342327,2025-05-19,=2513,=0.05041176743782271,=2688,=0.025258089486641253,=2030,=310
="300351",永贵电器,铁路设备,=6147806022.45,=56.425729726195875,=2.4934429698824934,=0.0037854889589905363,2025-05-19,=2514,=0.07621846384221967,=2359,=0.01781707486804246,=2365,=270
="300221",银禧科技,改性塑料,=4359002101.65,=64.9756824511588,=3.1932461524491997,=0,2025-05-19,=2515,=0.07546832268634245,=2366,=0.01740771221143746,=2377,=168
="601678",滨化股份,氯碱,=8973038163.36,=31.398620579958298,=0.7813366848910449,=0.009143788958240301,2025-05-19,=2516,=0.035934196055632216,=2892,=0.028975081934070047,=1853,=394
="688337",普源精电,仪器仪表,=6954747394.9,=77.4655543935486,=2.1914258286756945,=0.011163829193413341,2025-05-19,=2517,=0.08422639113025018,=2261,=0.015356011290191856,=2484,=89
="600602",云赛智联,软件开发,=29555423362.55,=160.1917959796484,=6.1654599220702995,=0.0020823692734844978,2025-05-19,=2518,=0.1286809015459717,=1766,=0.005523682023610071,=2981,=219
="600630",龙头股份,其他服装,=3692047277.93,=93.66078294718753,=4.774093219291844,=0.004372842347525892,2025-05-19,=2519,=0.08271280124936785,=2274,=0.015534187012317218,=2474,=133
="300171",东富龙,其它专用机械,=9174619919.2,=61.343360919131314,=1.1721686703180947,=0.0063026535674779345,2025-05-19,=2520,=0.05409954304789454,=2639,=0.023415378777319275,=2112,=300
="600353",旭光电子,其他电子,=7976071656.79,=74.29250859544307,=4.317437830309039,=0.006252260672400949,2025-05-19,=2521,=0.08289309662347995,=2271,=0.015408664322608878,=2480,=166
="002225",濮耐股份,耐火材料,=5476539320.78,=43.92796318778893,=1.5997743413864178,=0.009224970075227093,2025-05-19,=2522,=0.04986588807155603,=2700,=0.024762172208066417,=2054,=183
="000766",通化金马,化学制剂,=18894971521.850002,=321.158403396367,=8.334862811350147,=0,2025-05-19,=2523,=0.11673633574221307,=1884,=0.007571040976794324,=2873,=169
="833533",骏创科技,汽车零部件,=5146809595.2,=148.3780070923102,=14.188222193684226,=0.005854427183026404,2025-05-19,=2524,=0.11723842443664201,=1877,=0.007407009503670631,=2880,=49
="002470",金正大,复合肥,=5717688271.08,=137.4399660982164,=2.7660195804052745,=0,2025-05-19,=2525,=0.05116030269317031,=2682,=0.02421939918936873,=2076,=4921
="000966",长源电力,火电,=17648847531.120003,=45.08351256060655,=1.3006867548552592,=0.014201183431952659,2025-05-19,=2526,=0.03920079786996468,=2841,=0.027615863992182174,=1918,=437
="600903",贵州燃气,燃气,=8073058181.759999,=250.3660000695921,=2.6488209983413333,=0.005128203864743406,2025-05-19,=2527,=0.05033575069226292,=2689,=0.02407979869973007,=2079,=233
="300809",华辰装备,机床工具,=10273408384,=175.84151977174818,=6.273592520538405,=0.0029588466518416174,2025-05-19,=2528,=0.12191720883484344,=1826,=0.006145157294593437,=2949,=138
="000514",渝开发,房地产开发,=4033225212.7000003,=43.84161896416659,=1.0583957826984203,=0,2025-05-19,=2529,=0.039114469135803444,=2843,=0.027304056621654513,=1939,=133
="688003",天准科技,其它通用机械,=8899562150,=68.25350647016789,=4.658217468901917,=0.010876658690450293,2025-05-19,=2530,=0.0907533089866403,=2177,=0.013035316070266015,=2605,=183
="301091",深城交,城轨建设,=14500200000,=131.77573772765854,=6.2740754019257565,=0.0014265734265734265,2025-05-19,=2531,=0.10858007182534611,=1966,=0.00866856201828018,=2818,=74
="001896",豫能控股,火电,=7491586330.3,=-89.99491330441765,=2.362199933001763,=0,2025-05-19,=2532,=0.04112210062871844,=2816,=0.026677773221175052,=1973,=231
="600391",航发科技,航空装备,=8038650086.450001,=107.87497850793729,=4.827297466050453,=0,2025-05-19,=2533,=0.0563654731694741,=2603,=0.0217302933238844,=2187,=284
="688136",科兴制药,生物制品,=7223056605,=161.75361954758475,=4.340016579622677,=0.002211166390270868,2025-05-19,=2534,=0.08315330179200353,=2267,=0.014481961070758673,=2528,=77
="002493",荣盛石化,涤纶,=87687046500,=115.29740147325721,=1.976729261910782,=0.011547344110854504,2025-05-19,=2535,=0.03921342247155133,=2840,=0.027052524623363695,=1958,=948
="002094",青岛金王,日用化学产品,=6204259990.02,=179.14252737627197,=4.166442853437509,=0,2025-05-19,=2536,=0.08021849023012924,=2299,=0.01494905354214831,=2501,=199
="301071",力量钻石,磨具磨料,=7352692842.25,=67.25409647426457,=1.3863176127601873,=0.012231016292866138,2025-05-19,=2537,=0.05136848347640436,=2679,=0.023180241784626642,=2123,=164
="600619",海立股份,家电零部件,=12729864655.16,=228.83159672620295,=2.08020717482966,=0.0010961214165261383,2025-05-19,=2538,=0.06187038798691605,=2525,=0.019429033358809328,=2278,=169
="000636",风华高科,被动元件,=15677529009.050001,=47.64798814397463,=1.2678161835426085,=0.010978998205051322,2025-05-19,=2539,=0.048078900676423925,=2726,=0.02406740331163405,=2080,=953
="603516",淳中科技,计算机设备,=7296580310.849999,=111.75230464823973,=5.09276544532193,=0.006915629322268327,2025-05-19,=2540,=0.10651736573434635,=1985,=0.008522900866436164,=2823,=233
="600815",厦工股份,工程机械,=4878759820,=702.3847878913786,=3.2025730818879383,=0,2025-05-19,=2541,=0.08693475515697457,=2233,=0.013501711718157484,=2576,=82
="002198",嘉应制药,中药,=3572869329.92,=115.87933986253347,=4.933893694352123,=0,2025-05-19,=2542,=0.09571982261625597,=2110,=0.011224755273741536,=2702,=141
="002824",和胜股份,铝,=4449078451.139999,=58.98675861624038,=2.5935136857802337,=0.010664993726474281,2025-05-19,=2543,=0.06087506931663102,=2538,=0.019539539974399694,=2276,=194
="300932",三友联众,低压设备,=3738357407.55,=56.038504028765246,=2.132421873349134,=0.013333333333333332,2025-05-19,=2544,=0.0635371220008788,=2507,=0.018841512702110354,=2307,=48
="300179",四方达,磨具磨料,=4538388472.2,=36.52602313687674,=3.5958196849897868,=0.02127572961007311,2025-05-19,=2545,=0.08456284855142757,=2258,=0.013815383221944819,=2557,=192
="688159",有方科技,终端设备,=5928125257.8,=100.28058445497031,=6.7849073604683925,=0.0015518311607697081,2025-05-19,=2546,=0.09137171545385667,=2172,=0.012200658543964666,=2648,=121
="600239",云南城投,房地产开发,=3966046665.2300005,=-123.97655417849214,=3.095624891586595,=0,2025-05-19,=2547,=0.06501809524297507,=2492,=0.018434107284193618,=2329,=145
="603677",奇精机械,家电零部件,=4304629332.75,=69.38739057830884,=3.8262569421066353,=0.011185682268544914,2025-05-19,=2548,=0.06820478429886766,=2443,=0.017269859447040993,=2383,=156
="688319",欧林生物,生物制品,=6089004000,=153.4503898542066,=6.621978862381124,=0,2025-05-19,=2549,=0.10553874113514579,=2005,=0.008552122930858073,=2822,=71
="002905",金逸影视,影视动漫,=3161088000,=-1709.925514018186,=17.362527147692095,=0,2025-05-19,=2550,=0.05715024284500688,=2589,=0.020318550665586802,=2244,=148
="000877",天山股份,水泥制造,=34272569965.08,=-202.8860052214573,=0.42087967303986645,=0,2025-05-19,=2551,=0.03884727038068129,=2845,=0.026244444251001506,=1991,=828
="300817",双飞集团,机械基础件,=5957358969.599999,=88.56399759355924,=5.690079833943961,=0.007328691828508612,2025-05-19,=2552,=0.08951766093281527,=2196,=0.01229386367258489,=2641,=77
="600617",国新能源,燃气,=5112358206.4,=-14.817567330197909,=1.4636193150740913,=0,2025-05-19,=2553,=0.031035649765754354,=2942,=0.02807244074874156,=1897,=141
="688103",国力股份,其他电子,=5034566611.52,=132.9408352724958,=4.462871686336795,=0.003975766755017038,2025-05-19,=2554,=0.09506195586867688,=2118,=0.010811881655624196,=2721,=69
="001267",汇绿生态,园林工程,=6657539995.119999,=81.10903911006245,=4.209242013520698,=0.00585480093676815,2025-05-19,=2555,=0.07389293565325561,=2386,=0.015985491407190845,=2454,=32
="688258",卓易信息,IT服务,=5544680187.490001,=159.714228048548,=6.437207834029705,=0.002184837229626393,2025-05-19,=2556,=0.10556570160432885,=2002,=0.00813332868141515,=2839,=2731
="300241",瑞丰光电,LED,=3567049735.6,=69.22626791080987,=1.6485105856069189,=0.0038461538461538464,2025-05-19,=2557,=0.048262358861959814,=2724,=0.023224821590175426,=2120,=182
="603038",华立股份,其他建材,=4081205240.14,=148.46753594227016,=2.984792171481464,=0.0032916392363396977,2025-05-19,=2558,=0.08015509323201504,=2300,=0.014113614327334947,=2547,=100
="002609",捷顺科技,IT服务,=6427753339.56,=135.63907520819066,=2.7025990037614114,=0.007028112449799197,2025-05-19,=2559,=0.09111092599719954,=2174,=0.01178780193406785,=2674,=237
="600649",城投控股,房地产开发,=11028949764.240002,=40.62577476223068,=0.5270788645095653,=0.009174311926605503,2025-05-19,=2560,=0.0291194269076238,=2967,=0.028332725748261393,=1884,=230
="300278",华昌达,其它通用机械,=7917791249.56,=155.70029725539626,=4.397626543134958,=0,2025-05-19,=2561,=0.09951942882115937,=2066,=0.009381673808073136,=2787,=124
="300933",中辰股份,线缆部件及其他,=3372157040.9,=89.6991529144789,=2.1132053852032398,=0.004146260565690727,2025-05-19,=2562,=0.042150383550770304,=2802,=0.024767852750006494,=2053,=57
="605222",起帆电缆,线缆部件及其他,=6193513065,=51.42747425331093,=1.368118684385468,=0.002700485592662587,2025-05-19,=2563,=0.03478995528623352,=2905,=0.027106600057449942,=1955,=150
="001979",招商蛇口,房地产开发,=81366308869.46,=19.598637916132642,=0.8186904992434625,=0.021551224944320713,2025-05-19,=2564,=0.036718637686381485,=2884,=0.026593398684913578,=1976,=1607
="300568",星源材质,其他化学制品,=13711030216.380001,=45.18770214067262,=1.385603815052401,=0.004857068932751765,2025-05-19,=2565,=0.05191370732025153,=2666,=0.021524641646635378,=2195,=517
="300222",科大智能,其它通用机械,=7899554525.1,=98.22603506889584,=4.7365304065324265,=0,2025-05-19,=2566,=0.08686865608954066,=2234,=0.01257172254484576,=2630,=244
="002510",天汽模,汽车零部件,=7105970956,=77.43454654744633,=2.844161860665883,=0.004285714285714285,2025-05-19,=2567,=0.05952323329960025,=2557,=0.018773794771688564,=2311,=235
="603489",八方股份,电机,=6538061743.46,=94.5423253079881,=2.448441511687937,=0.0035945363048166786,2025-05-19,=2568,=0.07910734179503243,=2320,=0.013917255654233495,=2554,=561
="301413",安培龙,仪器仪表,=8555068575.9,=94.8084240305412,=6.974145897240396,=0.003450655624568668,2025-05-19,=2569,=0.0872610457109508,=2228,=0.01221052381566844,=2647,=33
="300636",同和药业,化学原料药,=3060288561,=36.517767786747946,=1.313693976549974,=0.005509641873278237,2025-05-19,=2570,=0.04941914797711931,=2704,=0.02202930573174478,=2173,=155
="300672",国科微,集成电路,=15416987712,=143.47197402527038,=3.7084137670627393,=0.004225352112676056,2025-05-19,=2571,=0.11272250367444468,=1934,=0.0062348956939113995,=2944,=369
="000713",丰乐种业,种子生产,=4377926807.4,=59.985163321997156,=2.202698035442512,=0.0028050491797264945,2025-05-19,=2572,=0.0654580145927317,=2489,=0.01707805859131476,=2390,=275
="600962",国投中鲁,果蔬加工,=3815155500,=79.88428913031038,=4.112578514776666,=0,2025-05-19,=2573,=0.054177990423819815,=2636,=0.020297279244439515,=2245,=127
="300631",久吾高科,环保工程及服务,=3073567361.9199996,=54.25185057982192,=2.416788169830272,=0.007321855573694679,2025-05-19,=2574,=0.0605233509967946,=2544,=0.018195303873336392,=2337,=144
="301366",一博科技,印制电路板,=7044000046.96,=107.7492538885832,=3.2456544458466996,=0.008517887563884158,2025-05-19,=2575,=0.091589481433962,=2166,=0.010915718748796504,=2715,=28
="603381",永臻股份,光伏设备,=5065422560.1,=22.2450758883559,=1.3423772227479767,=0.02622950819672131,2025-05-19,=2576,=0.04275250137885333,=2795,=0.023991577069017483,=2087,=11
="600222",太龙药业,中药,=3104724791.03,=100.81175400498422,=1.9669934850454736,=0.0050022945817518455,2025-05-19,=2577,=0.0549871275296895,=2622,=0.01990176838315012,=2260,=152
="600592",龙溪股份,机械基础件,=10684062488.539999,=89.11457405234327,=4.2931020058512965,=0.0037397157572652863,2025-05-19,=2578,=0.0785074765944913,=2334,=0.014046521314731586,=2549,=109
="600010",包钢股份,普钢,=81066628632.92,=329.58288286366917,=1.5601248619932835,=0.0011173184357541898,2025-05-19,=2579,=0.042740352022395414,=2796,=0.023860550011907178,=2093,=704
="301261",恒工精密,金属制品,=7529553091.32,=128.8223274238243,=4.909365920822737,=0.005836348780203105,2025-05-19,=2580,=0.0902309304521825,=2188,=0.01118500901905227,=2703,=18
="002187",广百股份,百货,=4998676417.2,=110.41115404640776,=1.2181563491016152,=0.005633802816901409,2025-05-19,=2581,=0.05569090445356554,=2611,=0.019282379378623787,=2283,=188
="688520",神州细胞,生物制品,=16281473703.84,=160.37459270549985,=-40.23155708052851,=0,2025-05-19,=2582,=0.09357849032637106,=2140,=0.010032842292867663,=2756,=124
="000911",广农糖业,其他农产品加工,=3030421022.26,=103.78047562045596,=23.13194149326501,=0,2025-05-19,=2583,=0.05066838586994073,=2686,=0.02108257826676802,=2213,=361
="000948",南天信息,软件开发,=7451185427.25,=78.68875239759221,=2.75902166347894,=0.004754358161648178,2025-05-19,=2584,=0.058343064215645134,=2571,=0.018433165774581775,=2330,=254
="600560",金自天正,冶金矿采化工设备,=3529125990,=73.14295021225828,=3.710451970893861,=0.0044993662864385294,2025-05-19,=2585,=0.07160549747485273,=2406,=0.015106894575748327,=2495,=116
="002343",慈文传媒,影视动漫,=3376892267.46,=92.27796692173398,=3.3800293504408194,=0,2025-05-19,=2586,=0.07441134988660122,=2376,=0.014501876951319638,=2526,=201
="000703",恒逸石化,涤纶,=22107917656.08,=-172.37056453737654,=0.9414659151394474,=0.008291857840332852,2025-05-19,=2587,=0.029750440990857746,=2960,=0.027245098419221576,=1943,=639
="002300",太阳电缆,线缆部件及其他,=4406235570,=52.5335754581217,=2.306175707228761,=0.018032786885245903,2025-05-19,=2588,=0.04533249937328728,=2770,=0.02289044121447236,=2133,=143
="837821",则成电子,印制电路板,=3542064619.5200005,=131.76455106902924,=6.7444196467841655,=0.0027901785714285715,2025-05-19,=2589,=0.09650223934163962,=2103,=0.009127191076024112,=2800,=23
="600810",神马股份,其他纤维,=9663806854.24,=-637.3472406441504,=1.408153522553179,=0.005252076129577362,2025-05-19,=2590,=0.05173573877716181,=2671,=0.02045625771556851,=2236,=441
="603076",乐惠国际,其它专用机械,=3042880882.2400002,=114.3571315057023,=2.310535331764388,=0.01586671955573185,2025-05-19,=2591,=0.05003626620130203,=2695,=0.021008325582718295,=2214,=119
="301172",君逸数码,IT服务,=3475472000,=89.63719173636183,=2.3821635012966036,=0.007089684509039348,2025-05-19,=2592,=0.08987566355563777,=2191,=0.010809184222393589,=2722,=17
="603881",数据港,通信运营,=18540113044.03,=131.96536415769677,=5.672272709107602,=0.0021633839212169964,2025-05-19,=2593,=0.07059622539621653,=2416,=0.014973741019543326,=2498,=561
="301499",维科精密,汽车零部件,=3472962233.92,=73.1178914061395,=2.7250365896399305,=0.003980891648336442,2025-05-19,=2594,=0.06603889528817748,=2476,=0.01621901395443975,=2439,=11
="002363",隆基机械,汽车零部件,=3188029936.63,=62.20579717912237,=1.4941788020713265,=0.014416775868982126,2025-05-19,=2595,=0.04833155901096422,=2722,=0.02155232502620503,=2194,=140
="002390",信邦制药,中药,=6958989687.440001,=83.04185532223427,=1.030762821229561,=0.016350703925508733,2025-05-19,=2596,=0.03292314656516986,=2919,=0.02603774058288033,=1999,=304
="002636",金安国纪,印制电路板,=6195280000,=76.25690001437923,=1.8231884545275656,=0.009988249118683902,2025-05-19,=2597,=0.11657196873169401,=1886,=0.004632917025704375,=3032,=310
="300479",神思电子,计算机设备,=3871852997.2499995,=137.7689477657241,=7.506697659848215,=0,2025-05-19,=2598,=0.10894517660220378,=1963,=0.005995582581286006,=2956,=187
="301510",固高科技,工控自动化,=13084327100,=245.4488304413622,=9.44910865328604,=0.0011922959339651482,2025-05-19,=2599,=0.11730065834128958,=1876,=0.004474568097751157,=3044,=32
="000936",华西股份,涤纶,=6317271884.309999,=47.28635309843274,=1.205697002822555,=0.0056100982178751,2025-05-19,=2600,=0.037591177591422185,=2862,=0.024668490242211277,=2059,=252
="002171",楚江新材,铜,=12747218710.849998,=49.21070164898537,=1.6715768404826368,=0.007107620811658493,2025-05-19,=2601,=0.041828050283879044,=2807,=0.023401899425112248,=2114,=300
="600838",上海九百,多业态零售,=3443576216.79,=77.79297344933865,=2.259154571737781,=0.003725261932479628,2025-05-19,=2602,=0.07832437382175525,=2341,=0.013403801457019783,=2580,=91
="002277",友阿股份,百货,=7904959776,=1004.9464179675418,=1.1758208531258867,=0.001763668430335097,2025-05-19,=2603,=0.03496927308626728,=2903,=0.02532123791792062,=2026,=161
="002368",太极股份,IT服务,=14820439981.08,=77.58755264288733,=2.819369939108451,=0.0038898233809924305,2025-05-19,=2604,=0.06334136511700572,=2512,=0.01652777906033622,=2419,=500
="300946",恒而达,金属制品,=10133306640,=128.6133428757916,=8.44578109802607,=0.0017764092846991946,2025-05-19,=2605,=0.09428168238539354,=2127,=0.0089853877072889,=2804,=93
="300582",英飞特,LED,=3663042707.7599998,=365.4467499771785,=2.4726533384352787,=0.003096984515077425,2025-05-19,=2606,=0.0629435290307991,=2517,=0.01652042324786317,=2420,=143
="002243",力合科创,包装印刷,=10060121059.890001,=38.566340827139385,=1.3861345686400341,=0.00842358604091456,2025-05-19,=2607,=0.04260054487879323,=2798,=0.022713104150821808,=2142,=180
="002589",瑞康医药,医药商业,=4468990098.87,=227.7343030825682,=0.8112006556080501,=0.003703703637245736,2025-05-19,=2608,=0.03414452997326567,=2910,=0.02518842816548759,=2031,=476
="603098",森特股份,钢结构,=5461763777.36,=63.34107295326133,=1.9558134891129353,=0.004940711462450594,2025-05-19,=2609,=0.04843556775615629,=2718,=0.020771318689968517,=2226,=182
="301211",亨迪药业,化学原料药,=5143680000,=79.75703231297317,=2.2162366074483835,=0.013997760358342666,2025-05-19,=2610,=0.08880477886556423,=2207,=0.010382149515793093,=2741,=49
="603633",徕木股份,电子零部件制造,=3644964385.72,=54.29421678151284,=1.862646785427205,=0.0031615925058548007,2025-05-19,=2611,=0.04426447407545293,=2781,=0.022154155106392227,=2168,=117
="600416",湘电股份,电机,=13651686383.5,=56.650309600514724,=1.812234542070137,=0,2025-05-19,=2612,=0.05260453124282659,=2659,=0.019180906927383397,=2291,=199
="000852",石化机械,冶金矿采化工设备,=5995008390.03,=77.43839458213073,=1.9317311749554662,=0,2025-05-19,=2613,=0.04126354771851111,=2812,=0.022748893146649577,=2139,=182
="600740",山西焦化,焦炭加工,=9300499789.02,=73.21276973545484,=0.6090032759657141,=0.005509641873278236,2025-05-19,=2614,=0.020344829625724346,=3048,=0.02767722555496089,=1913,=400
="001306",夏厦精密,金属制品,=4987280000,=89.64654551143808,=3.7408652600914376,=0.00404027846842367,2025-05-19,=2615,=0.07700442213790686,=2351,=0.012975970332509386,=2612,=19
="000816",智慧农业,内燃机,=4659382883.96,=-109.23678001780608,=2.31721287756305,=0,2025-05-19,=2616,=0.08852080217375087,=2210,=0.010075466669436869,=2753,=168
="002149",西部材料,其他稀有小金属,=9603174769.58,=62.67249645965249,=3.184520933170017,=0.01525165222067553,2025-05-19,=2617,=0.05151293434214732,=2675,=0.019184846792022512,=2290,=310
="003005",竞业达,IT服务,=4926926358.969999,=104.73295130006527,=2.6453013660062044,=0.010734652801073467,2025-05-19,=2618,=0.07919918268328914,=2316,=0.01213638906456253,=2651,=87
="002562",兄弟科技,其他化学制品,=5158947623.849999,=59.3483713193225,=1.6505158279690626,=0,2025-05-19,=2619,=0.040720846564030744,=2822,=0.022556439420925497,=2146,=292
="002201",九鼎新材,玻纤,=4216086479.27,=113.66290638528449,=3.784594841422791,=0.0021638330757341576,2025-05-19,=2620,=0.05857471900404163,=2569,=0.01687669850049051,=2400,=155
="603629",利通电子,电子零部件制造,=6311100400,=300.9208910111053,=3.7265454871259194,=0.002059308072487644,2025-05-19,=2621,=0.05824217734071638,=2573,=0.016912042619952338,=2398,=77
="300238",冠昊生物,医疗器械,=3521267709.2799997,=126.2488112604374,=6.3194936719174395,=0,2025-05-19,=2622,=0.09423684717685546,=2130,=0.008078378072279405,=2841,=200
="002918",蒙娜丽莎,其他建材,=3541530890.49,=63.19037677729748,=1.1002632286958949,=0.023446591083809858,2025-05-19,=2623,=0.03181045894680909,=2934,=0.024987565289791968,=2042,=543
="002521",齐峰新材,造纸,=5191765933.5,=65.69342381205226,=1.34284201946643,=0.032362459546925564,2025-05-19,=2624,=0.04834197426922488,=2720,=0.019848378169802304,=2263,=152
="000031",大悦城,房地产开发,=11487319748.520002,=-3.657594803377406,=1.109449643507066,=0,2025-05-19,=2625,=0.035689691983393605,=2895,=0.023879706799506316,=2091,=372
="002892",科力尔,电机,=10932303620.07,=212.4923905184843,=8.484819749981797,=0.0028392958546280523,2025-05-19,=2626,=0.10772781013918406,=1977,=0.005014006438196508,=3009,=169
