Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow
600132.SS,CHONG QING BREWERY CO.LTD,Beverages - Brewers,56.6,CNY,CNY,27542804480.0,12-31,2.4,1185220264.01,172267030.96,10968339719.39,1185220264.01,14644597842.46,7531376822.28,3942977629.3700004,1114593043.58,2542046725.49,-3527746522.01,-633430356.26
600133.SS,WUHAN EAST LAKE HIGH TECHNOLOGY,Engineering & Construction,9.08,CNY,CNY,9681459200.0,12-31,0.15,13340833144.24,5415900511.67,19096762499.81,8939121934.28,14673437912.28,12867431916.74,543912869.3,1079272291.7,-2290319847.74,819407394.7,-1173390795.77
600135.SS,LUCKY FILM CO,Chemicals,6.96,CNY,CNY,3851016704.0,12-31,0.0,2494733003.21,38445177.99,3276366326.1,2469423818.55,1485017726.29,1274641089.35,271343273.55,-62261405.91,143709965.13,-437381774.2,-174814884.84
600136.SS,WUHAN DDMC CULTURE & SPORTS CO ,Entertainment,2.07,CNY,CNY,4224517888.0,12-31,0.0,266742059.71,219828772.06,923007216.93,244272904.15,429056906.7,388286257.25,75023717.55000001,-101018896.93,-73604764.23,-17873242.69,116339603.65
600137.SS,SICHUAN LANGSHA HOLDING LTD.,Apparel Manufacturing,14.9,CNY,CNY,1456320000.0,12-31,0.18,535266606.76,155192.04,707714704.55,535266606.76,387827411.34,317862858.8,36156113.720000006,22625165.66,73430187.2,-13002157.58,128299.9
600138.SS,CHINA CYTS TOURS HOLDING CO. LT,Lodging,10.09,CNY,CNY,7375931392.0,12-31,0.07,11414824749.92,6501196266.27,17691336640.63,6308173517.11,9956818409.65,7658232733.21,1723490021.25,160449900.56,282668361.07,37889156.4,-233959627.18
600141.SS,HUBEI XINGFA CHEMICALS GROUP CO,Chemicals,20.27,CNY,CNY,22363080704.0,12-31,1.0,32631980412.14,13488497500.14,47775868784.99,21463192101.42,28396484979.36,22854051577.67,2554735102.7,1601382109.67,1588619608.89,-370787197.19,-2038684475.17
600143.SS,KINGFA SCI.&TECH. CO. LTD.,Specialty Chemicals,10.67,CNY,CNY,28132628480.0,12-31,0.0,43095840489.46,27230904967.79,61798730834.51,17961844631.98,60514242141.65,53668366699.09,4640290265.84,824624778.76,2845272641.5,-240098824.5,-2305532947.52
600148.SS,CHANGCHUN YIDONG CLUTCH,Auto Parts,17.61,CNY,CNY,2492096768.0,12-31,0.0,463119006.15,6052997.13,1140905660.42,463119006.15,690296472.82,583055024.6,88773478.95,-2321199.95,62434991.38,-21079506.63,-69835522.79
600149.SS,LANGFANG DEVELOPMENT CO. LTD.,Electronics & Computer Distribution,4.27,CNY,CNY,1623283200.0,12-31,0.0,216276657.5,82484542.96,599030425.61,147222499.26,195011261.28,179801690.05,28440697.72,-14908569.4,7478688.11,-11268621.29,3391225.43
600150.SS,CHINA CSSC HOLDINGS LIMITED,Aerospace & Defense,29.1,CNY,CNY,130147713024.0,12-31,0.2,67298648282.13,25427757457.96,177832168643.44,48348591695.12,74838504400.63,66928890138.96,6470229685.74,2957396962.72,18212879253.0,-1951377654.32,-11243716860.78
600151.SS,SHANGHAI AEROSPACE AUTOMOBILE E,Auto Parts,6.37,CNY,CNY,9250895872.0,12-31,0.0,5975166626.21,1385376275.21,8284390856.29,4852573304.34,5348632880.69,4840480173.11,575811264.42,-71164947.72,-213316714.32,-256143073.08,-97714054.77
600152.SS,VEKEN TECHNOLOGY CO LTD,Electronic Components,5.82,CNY,CNY,3079239936.0,12-31,0.0,1878186954.0,122248726.57,2919437116.91,1762087342.88,1527729387.08,1314678918.66,228348597.07999998,-28701119.53,25132874.46,-9531478.69,-58397358.55
600153.SS,XIAMEN C&D CORPORATION LIMITED,Specialty Business Services,10.5,CNY,CNY,31475009536.0,12-31,0.7,192398674008.08,146105049757.86,767867229964.89,71985901723.05,701296097235.55,660098669654.19,17122699021.46,2945806792.22,11213142418.33,-17390430981.19,5675760073.46
600155.SS,POLARIS BAY GROUP CO LTD,Capital Markets,6.69,CNY,CNY,14881437696.0,12-31,0.0,32466779785.56,12898277828.81,51750270958.21,19758502088.3,3002546951.25,,,462311824.44,1596585837.8,-1716088726.22,213168831.46
600156.SS,HUNAN HUASHENG CO. LTD.,Textile Manufacturing,5.28,CNY,CNY,2131187584.0,12-31,0.01,569608450.35,183734744.89,896803901.26,414415498.95,777505677.09,741697088.75,101021815.46000001,-49336026.33,-64099633.1,37383104.2,-11849780.62
600157.SS,WINTIME ENERGY GROUP CO LTD,Thermal Coal,1.36,CNY,CNY,30216208384.0,12-31,0.006,65049201943.32,24085666536.95,107082816233.39,46387006791.01,30119651314.24,21857697660.77,2800821006.6100006,2265702453.59,7024671658.8,-6868841897.38,-993068091.97
600158.SS,CHINA SPORTS INDUSTRY GROUP CO ,Conglomerates,8.28,CNY,CNY,8002338304.0,12-31,0.023,2747424591.77,275800825.16,6643079412.1,2597424591.77,3811488842.99,2482979561.21,691813798.74,71948494.16,-138520365.54,-195192836.57,-34705966.27
600159.SS,BEIJING DALONG WEIYE REAL EST D,Real Estate - Development,2.41,CNY,CNY,2041807488.0,12-31,0.0,1727200165.42,358532.44,3345492020.91,1727200165.42,752102562.26,683129946.12,76006102.44,-199440273.33,66931.5,-3107499.97,-299324.34
600160.SS,ZHEJIANG JUHUA CO LTD.,Chemicals,24.66,CNY,CNY,66575831040.0,12-31,0.11,18422392616.15,2780794639.9,23383806879.39,16074822915.65,20655216903.69,17924147111.16,1794744064.7800002,943505301.47,2196337401.31,210431905.91,-2718926445.6
600161.SS,BEIJING TIANTAN BIOLOGICAL PROD,Biotechnology,20.13,CNY,CNY,40476798976.0,12-31,0.1,11138704354.81,53819628.46,15869522217.56,11138704354.81,6031865460.16,2732440125.66,778159390.0700002,1549164832.24,819780705.09,-370286842.87,-1859116190.51
600162.SS,SHENZHEN HEUNGKONG HOLDING CO. ,Real Estate - Development,1.77,CNY,CNY,5850505216.0,12-31,0.0,8453037933.72,3378895906.77,16812039819.97,5899236267.05,3760261774.34,2663494502.44,577075250.0900002,61796925.85,290016640.33,-616067269.57,82473707.03
600163.SS,ZHONGMIN ENERGY CO LTD,Utilities - Renewable,5.63,CNY,CNY,10713890816.0,12-31,0.07,8329428231.12,2471280955.21,11524049083.57,6250363292.22,1731811521.35,750153805.82,40387525.48000002,678473538.83,1029380826.69,-920174213.54,-975764151.48
600165.SS,NINGXIA ZHONGKE BIOTECHNOLOGY C,Specialty Chemicals,5.2,CNY,CNY,3561396480.0,12-31,0.0,298404275.09,229562190.3,2167006487.74,71793481.04,345317624.92,412788005.05,80085358.65,-538906893.74,-85192355.45,75561184.64,-4761628.72
600166.SS,BEIQI FOTON MOTOR CO. LTD.,Auto Manufacturers,2.53,CNY,CNY,20031021056.0,12-31,0.0,15369511540.36,1513714742.54,44885094665.28,14232666781.21,56096761370.79,49712583057.97,5725723778.599999,909480896.06,255780372.02,-3737024126.02,51453259.01
600167.SS,LUENMEI QUANTUM CO LTD,Utilities - Regulated Electric,5.66,CNY,CNY,12852954112.0,12-31,0.32,12633048307.6,2968407200.0,17645782304.71,11035324920.54,3411556338.33,2230288410.47,214148080.91999984,859049334.35,1506688062.59,-1133974453.6,-317019389.35
600168.SS,WUHAN SANZHEN INDUSTRY HOLDING ,Utilities - Regulated Water,4.57,CNY,CNY,4559694848.0,12-31,0.027,16966964270.29,15207072759.9,24374191361.21,5310590575.72,3774552805.53,3070589579.58,116229985.0,88223347.24,12995805.18,1269273226.23,-1092289623.72
600169.SS,TAIYUAN HEAVY INDUSTRY,Specialty Industrial Machinery,2.32,CNY,CNY,7798123008.0,12-31,0.0,17007938424.33,15094796770.36,32047879283.24,5225474000.43,8371212304.72,6629397101.02,820828526.62,184990910.34,234891410.2,-308921600.97,-61667419.66
600170.SS,SHANGHAI CONSTRUCTION GROUP CO ,Engineering & Construction,2.62,CNY,CNY,23725461504.0,12-31,0.06,107069287855.1,84729635819.26,386871038841.83,46061720093.6,300216787754.46,273983114362.79,19975435161.1,2167691910.46,12132934310.1,-8818062277.36,-2129231534.17
600171.SS,SHANGHAI BELLING CORP. LTD,Semiconductor Equipment & Materials,36.86,CNY,CNY,26166362112.0,12-31,0.0,4409292428.68,43211643.76,5283324910.93,4409292428.68,2818708639.06,2023132699.18,527087854.32,395533544.89,93565842.8,-105637497.48,56792884.41
600172.SS,HENAN HUANGHE WHIRLWIND CO. LTD,Other Precious Metals & Mining,3.8,CNY,CNY,5494724096.0,12-31,0.0,5548195844.14,3974827535.46,8998406685.49,2493388060.59,1574569180.76,1328516473.71,383712429.55,-798492094.42,438812342.55,-252087479.6,-235469972.24
600173.SS,WOLONG RESOURCES GROUP CO LTD,Real Estate - Development,6.5,CNY,CNY,4553288704.0,12-31,0.0,4274552330.7,569490647.21,5874465839.21,3757730583.49,3610613118.74,3071723102.62,210940480.97000003,40862860.78,-565212941.75,382643021.25,-46572673.93
600176.SS,CHINA JUSHI CO LTD,Building Materials,12.0,CNY,CNY,48037683200.0,12-31,0.24,40160728233.19,12420108530.92,53378083328.82,30040848847.0,15855766997.99,11887682064.62,1047444135.6799998,2444813278.64,2032312760.51,-1059229317.19,-977214274.93
600177.SS,YOUNGOR FASHION CO LTD,Apparel Manufacturing,7.85,CNY,CNY,36340240384.0,12-31,0.8,58992652983.17,24146326878.72,80511726788.27,39216715238.31,13749455750.8,7692320548.12,4383497579.450001,3433926376.96,6541807252.17,-3816728454.69,-1422341814.29
600178.SS,HARBIN DONGAN AUTO ENGINE CO LT,Auto Parts,10.88,CNY,CNY,5123642368.0,12-31,0.008,2717137516.0,182259689.5,7235635494.53,2546612452.12,4618120138.25,4412531910.24,245979935.73,5733464.27,-177192943.18,-189026424.58,440827351.57
600179.SS,ANTONG HOLDINGS CO LTD,Integrated Freight & Logistics,2.98,CNY,CNY,12652275712.0,12-31,0.0,11027465620.64,931407884.38,13635867376.95,10772015620.64,7549237121.36,6640266966.46,307953810.92999995,610436499.39,1089275611.79,-1112329713.57,792645921.05
600180.SS,CCS SUPPLY CHAIN MANAGEMENT CO ,Integrated Freight & Logistics,4.5,CNY,CNY,4987619840.0,12-31,0.115,10342253524.73,2834295480.78,30358949027.57,7900699672.05,40094200824.93,39330200028.55,675770625.61,294273568.92,-576454917.04,-364979369.91,903211132.01
600182.SS,GITI TIRE CORP,Auto Parts,15.27,CNY,CNY,5191800320.0,12-31,0.59,1579678577.61,595513215.41,3887538239.81,1217678577.61,4164066008.07,3327398678.12,330937449.58000004,182995822.98,383293184.51,-247380542.86,-175313130.45
600183.SS,SHENGYI TECHNOLOGY CO LTD,Electronic Components,23.8,CNY,CNY,57818767360.0,12-31,0.6,17299338192.34,3583523376.82,27643247046.83,14904781423.6,20388330213.56,15895327928.2,2281339370.7999997,1738669517.06,1456120554.83,-1276424363.61,-933979950.29
600184.SS,NORTH ELECTRO-OPTIC CO LTD,Electrical Equipment & Parts,12.86,CNY,CNY,6664772096.0,12-31,0.057,2539728496.3,24501787.86,4095619873.92,2539728496.3,2200514176.56,1832714183.66,337888901.60999995,69170645.59,-430306219.29,-40260361.25,-112246733.11
600185.SS,GREE REAL ESTATE CO LTD,Real Estate - Development,6.38,CNY,CNY,12177123328.0,12-31,0.0,15304487826.8,12441513995.15,26332319980.87,5566184918.91,4732379945.69,3707411166.59,806014984.36,-733134308.26,4998725296.7,-5959630023.54,233077164.97
600186.SS,LOTUS HOLDINGS CO LTD,Packaged Foods,6.53,CNY,CNY,11714820096.0,12-31,0.0,1624131266.84,93072395.25,2435684057.33,1538472106.84,2100722964.05,1740546842.96,175652279.01999998,129927433.13,74020658.46,96697573.71,-130195993.51
600187.SS,HEILONGJIANG INTERCHINA WATER C,Utilities - Regulated Water,3.81,CNY,CNY,6826300928.0,12-31,0.0,3274221557.71,141736649.89,3634875627.1,3172164890.96,226015499.45,191406723.78,74738221.52000001,30350814.21,52581260.24,-43403811.3,-192884441.04
600188.SS,YANKUANG ENERGY GROUP COMPANY L,Thermal Coal,12.4,CNY,CNY,104456978432.0,12-31,0.77,161960815000.0,111505445000.0,358554471000.0,82594456000.0,139124434000.0,89311820000.0,21650825000.0,15056916000.0,22341926000.0,-12386132000.0,-9726247000.0
600189.SS,JILIN QUANYANGQUAN CO LTD,Beverages - Non-Alcoholic,6.73,CNY,CNY,4813282816.0,12-31,0.0,1556292331.15,1513590469.28,4357229363.94,1211234633.36,1197907358.39,815618005.63,314814841.46,6141232.57,186357056.06,-101887582.25,269277740.36
600190.SS,JINZHOU PORT CO. LTD.,Marine Shipping,1.27,CNY,CNY,2390292224.0,12-31,0.02,10803822101.82,5731557761.21,17208881792.65,6745555832.57,2816204624.2,2132545823.08,233393097.67000002,82082401.85,1156841211.35,-1828507527.6,611232372.71
600191.SS,BAOTOU HUAZI INDUSTRIAL,Confectioners,7.35,CNY,CNY,3670935552.0,12-31,0.0,1679642769.65,168128442.64,2199696845.37,1638324997.81,515663126.28,472821938.52,50090411.41,25445146.15,139479173.95,-95380771.8,-49669984.55
600192.SS,LANZHOU GREAT WALL ELECTRICAL C,Electrical Equipment & Parts,6.51,CNY,CNY,2875779584.0,12-31,0.0,2602594472.92,1484961924.11,4659509015.78,1181707422.65,1675342039.41,1473863920.36,348903576.33000004,-224944543.03,63079218.29,114309501.25,-65308122.5
600193.SS,SHANGHAI PROSOLAR RESOURCES DEV,Engineering & Construction,3.17,CNY,CNY,1407984128.0,12-31,0.0,341796236.0,46918250.4,721267115.37,296796236.0,130309402.01,109629945.86,17290155.659999996,-21135186.75,-34139029.12,13805311.93,7085807.55
600195.SS,CHINA ANIMAL HUSBANDRY INDUSTRY,Drug Manufacturers - Specialty & Generic,6.68,CNY,CNY,6974454272.0,12-31,0.023,6508147276.77,1018429691.27,8843999066.31,5505042539.52,6017190375.67,5032860794.42,930679695.73,70884445.64,419565593.23,-496179946.71,-423869384.49
600196.SS,SHANGHAI FOSUN PHARMACEUTICAL G,Drug Manufacturers - Specialty & Generic,24.19,CNY,CNY,58883784704.0,12-31,0.32,76415921867.04,36158105789.63,117460567349.27,47261106860.73,41067195862.59,21365573972.4,16498479845.679998,2769886631.39,4476981262.22,-1002586337.36,-3613323371.22
600197.SS,XINJIANG YILITE INDUSTRY,Beverages - Wineries & Distilleries,14.76,CNY,CNY,6988786176.0,12-31,0.39,4009859988.87,191890324.52,4935378679.11,3819423296.38,2231236768.6,1155197336.48,618798049.7599999,339853562.83,301877768.34,-197517542.38,-255300000.06
600198.SS,DATANG TELECOM TECHNOLOGY CO. L,Communication Equipment,8.09,CNY,CNY,10546123776.0,12-31,0.0,524475680.94,243807867.83,2882553811.1,309965553.86,1024930433.25,559055066.65,372242582.42,39093606.86,-26042802.5,-304816916.34,44798574.52
600199.SS,ANHUI GOLDEN SEED WINERY CO LTD,Beverages - Wineries & Distilleries,10.22,CNY,CNY,6775308288.0,12-31,0.0,2519131868.12,,3476257231.71,2519131868.12,1469427360.13,876903867.28,597048957.74,-22069577.53,89307017.96,-62780000.0,-63821236.63
600200.SS,JIANGSU WUZHONG PHARMACEUTICAL ,Biotechnology,4.88,CNY,CNY,3475301888.0,12-31,0.0,3454292056.86,1763568450.06,4326878114.57,1744014382.12,2239962539.33,1696333569.11,568630472.03,-71945211.87,-203678311.83,123848772.04,358901011.57
600201.SS,JINYU BIO-TECHNOLOGY CO LTD,Biotechnology,6.82,CNY,CNY,7674546176.0,12-31,0.08,5366883193.66,4266472.4,6872581837.59,5366883193.66,1598225460.25,652246403.19,621179828.05,283630790.16,414833263.67,111375725.5,-740111314.13
600202.SS,HARBIN AIR-CONDITIONING,Building Products & Equipment,5.02,CNY,CNY,1924371712.0,12-31,0.01,1494580234.4,891889337.47,2936798895.8,830654091.33,1422612566.22,1189215352.68,130768798.13,21336818.64,-34866492.83,231243176.88,-126326193.67
600203.SS,FUJIAN FURI ELECTRONICS CO LTD,Electronic Components,8.64,CNY,CNY,5123416576.0,12-31,0.02,3883810457.26,2920294777.3,7735674863.42,1656669908.39,10640335173.43,10082037177.09,679088593.44,-384245142.48,-366500148.67,34980467.89,61962582.69
600206.SS,GRINM ADVANCED MATERIALS CO LTD,Semiconductor Equipment & Materials,18.19,CNY,CNY,15398800384.0,12-31,0.0,4516473914.62,967263352.28,6237192964.97,3773406188.28,10822059349.61,10119890453.63,369408695.38,226456077.52,220863178.32,179870507.52,13779006.35
600207.SS,HENAN ANCAI HI-TECH CO,Conglomerates,4.03,CNY,CNY,4444404736.0,12-31,0.0,4254814272.99,2321135527.5,6556711603.16,2750664962.35,4339390244.24,4220019887.82,304949638.47,-353699414.4,-191850136.17,707500940.16,-596173309.97
600208.SS,QUZHOU XINAN DEVELOPMENT CO LTD,Real Estate - Development,2.78,CNY,CNY,23739949056.0,12-31,0.0,67292217639.36,29647314541.54,110870646463.35,42734479752.36,17210365072.07,10614014800.96,2898356690.1499996,1631422193.48,-3975309793.39,-4708945166.4,4488448095.14
600210.SS,SHANGHAI ZIJIANG ENTERPRISE GRO,Packaging & Containers,6.5,CNY,CNY,9858809856.0,12-31,0.3,9563079722.37,3472986968.45,13188777950.03,6161918911.97,10636949064.53,8105763528.19,1487978878.5300002,808813501.06,988840390.26,-389434321.12,-1127190137.38
600211.SS,TIBET RHODIOLA PHARMACEUTICAL H,Drug Manufacturers - Specialty & Generic,36.45,CNY,CNY,11829117952.0,12-31,1.957,4189982743.74,273389504.24,4747338341.13,3917816533.71,2806713295.85,162296561.26,1528790115.1100001,1051288308.24,994790811.82,-732992771.21,354485817.01
600212.SS,GRESGYING DIGITAL ENERGY TECHNO,Electrical Equipment & Parts,7.91,CNY,CNY,5570752000.0,12-31,0.0,606638591.54,27369747.56,1293447472.97,596616673.73,650472212.47,476729299.11,153868881.4,17411557.16,-52634203.45,447562544.87,-37977379.93
600215.SS,PASLIN DIGITAL TECHNOLOGY CO LT,Real Estate - Development,9.15,CNY,CNY,4236404224.0,12-31,0.1,2316687588.9,740573876.87,3958962441.61,1982584041.8,2136876638.97,1803029074.95,173684991.10999998,121223984.12,-311628660.15,316560857.92,-2965690.21
600216.SS,ZHEJIANG MEDICINE,Drug Manufacturers - Specialty & Generic,13.61,CNY,CNY,13087893504.0,12-31,0.15,10061161341.49,801443567.12,12779539756.21,9630715541.49,7794145971.37,5269878689.98,2369155219.13,429639626.26,634311163.34,-141429783.59,-518591096.51
600217.SS,ZHONGZAI RESOURCE & ENVIRONMENT,Waste Management,4.59,CNY,CNY,7691508736.0,12-31,0.031,5122142683.39,3731972552.83,7804512582.61,3446789893.39,4024305311.0,3705365208.09,85861438.99000004,22472408.46,348848599.54,69717446.21,-357550216.4
600218.SS,ANHUI QUANCHAI ENGINE CO,Auto Parts,8.21,CNY,CNY,3576275968.0,12-31,0.06,3211728083.55,65922933.06,6089442774.3,3211385083.55,3971757497.76,3590293755.1,315866889.56,83350850.59,67836219.96,-35426465.96,-168167465.82
600219.SS,SHANDONG NANSHAN ALUMINUM CO LT,Aluminum,3.46,CNY,CNY,40183402496.0,12-31,0.17,56030816673.4,5727703395.65,70263962119.26,50316943294.85,33477180175.65,24376541898.71,2586546176.3600006,4829954299.88,7616970602.08,-4552948094.63,-2946893264.77
600221.SS,HAINAN AIRLINES HOLDING CO LTD,Airlines,1.36,CNY,CNY,58938183680.0,12-31,0.0,49530606000.0,105200291000.0,134034890000.0,2309965000.0,58641088000.0,52492961000.0,1920229000.0,310854000.0,8082510000.0,-16275907000.0,398366000.0
600222.SS,HENAN TALOPH PHARMACEUTICAL STO,Drug Manufacturers - Specialty & Generic,5.13,CNY,CNY,2955516416.0,12-31,0.028,2241169907.34,994846249.44,3489768020.93,1574728869.8,1941420111.64,1444561462.62,410575214.72999996,50525319.37,-39585718.76,-9775846.35,18250955.27
600223.SS,LUSHANG FREDA PHARMACEUTICAL CO,Real Estate - Development,7.8,CNY,CNY,8030880256.0,12-31,0.11,4361568142.51,285923222.73,6000330923.23,4104899060.85,3982577119.73,1884547089.13,1820671599.6899998,243525296.0,228653003.85,-2105535392.83,2992686155.68
600226.SS,ZHEJIANG HENGTONG HOLDING CO LT,Conglomerates,2.91,CNY,CNY,8655446016.0,12-31,0.0,3732171546.75,529046724.23,4495818200.43,3415285811.03,1334617374.05,1174835406.3,119181379.66,189453472.26,-31307837.15,38150718.09,-93740746.96
600227.SS,GUIZHOU CHITIANHUA CO LTD,Agricultural Inputs,2.19,CNY,CNY,3867189760.0,12-31,0.0,3552990297.63,922072893.58,4736516834.79,2671655642.6,2245779037.25,2068482302.49,327470942.03,-119274849.66,307992942.54,-21697766.34,-224936366.9
600228.SS,FANLI DIGITAL TECHNOLOGY CO LTD,Agricultural Inputs,3.88,CNY,CNY,1739982080.0,12-31,0.0,1464030782.53,18521011.92,1637236506.6,1464030782.53,302465407.81,98839520.59,172962903.99,25435212.06,13496482.05,-5766744.44,-42940447.24
600229.SS,QINGDAO CITYMEDIA CO LTD,Publishing,6.54,CNY,CNY,4389700096.0,12-31,0.27,3273446089.49,38286338.45,4421797037.27,3273446089.49,2691912746.44,1870399110.84,535271853.81,407769069.2,357098957.81,-145754792.12,11996861.87
600230.SS,CANGZHOU DAHUA CO LTD,Agricultural Inputs,9.87,CNY,CNY,4085794816.0,12-31,0.021,4339239630.48,358238130.55,5970323594.51,3984239630.48,5071071099.37,4742817644.02,284166699.6,27738543.18,409773855.65,-282188376.11,118476340.76
600231.SS,LINGYUAN IRON & STEEL CO. LTD.,Steel,1.65,CNY,CNY,4734592512.0,12-31,0.0,9069341590.96,3797486000.16,15254977735.56,5626874492.71,18097403207.97,19180182068.76,535093515.11000013,-1678456854.55,-980036190.48,1025037031.61,-898269670.08
600232.SS,ZHEJIANG GOLDEN EAGLE CO,Textile Manufacturing,5.44,CNY,CNY,1984071424.0,12-31,0.2,1302734605.2,378278421.44,1806524082.57,967638257.1,1308125338.41,1075172895.48,126231575.01,22354765.54,-53472606.87,60351289.78,8147567.7
600233.SS,YTO EXPRESS GROUP CO LTD,Integrated Freight & Logistics,12.94,CNY,CNY,44945666048.0,12-31,0.35,32807540187.11,4273618262.87,43367039940.92,28799180251.46,57684349587.96,51825247195.56,1170871007.5499992,3722542259.96,6037760414.25,-925338952.93,-3386021719.06
